display,name,niche_status,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales,mpstats_path,issues,is_critical
Продукты / Сэндвичи,Сэндвичи,,"101,979",0,1650.0%,0.0%,35.5%,3,Продукты/Готовая еда/Закуски/Сэндвичи,no_buyout,False
Сад и дача / Сруб,Срубы,,"100,000","207,999",300.0%,0.0%,0.0%,1,Сад и дача/Готовые строения и срубы/Сруб,"no_buyout, no_profit",False
Соединения для подоконника,Соединения для подоконника,,"98,437",857,2850.0%,0.0%,0.0%,14,"Для ремонта/Двери, окна и фурнитура/Окна и фурнитура/Соединение для подоконника","no_buyout, no_profit",False
Топливо для биокаминов,Топливо для биокаминов,,"96,503","1,651",2450.0%,0.0%,0.0%,3,"Сад и дача/Грили, мангалы и барбекю/Уголь, дрова и средства для розжига/Топливные брикеты","no_buyout, no_profit",False
Акции / Буженина,Буженина,,"95,405",228,1650.0%,0.0%,0.0%,1,Акции/Дачные скидки/Продукты/Мясная продукция/Буженина,"no_buyout, no_profit",False
Спорт / Доски спасательные,Доски спасательные,,"91,696","3,804",2250.0%,0.0%,0.0%,2,Спорт/Водные виды спорта/Серфинг/Доска спасательная,"no_buyout, no_profit",False
Акции / Крабовые палочки,Крабовые палочки,,"91,282",117,1650.0%,0.0%,0.0%,1,Акции/Дачные скидки/Продукты/Замороженная продукция/Крабовые палочки,"no_buyout, no_profit",False
Продукты / Аквавит,Аквавит,,"90,520","7,140",450.0%,0.0%,0.0%,1,Продукты/Алкоголь/Крепкие напитки/Аквавит,"no_buyout, no_profit",False
Люля-кебаб,Люля-кебаб,no_cat_path,"88,440",146,1650.0%,0.0%,0.0%,2,,"no_buyout, no_profit",False
Для ремонта / Вторичная оптика,Вторичная оптика,,"86,988","1,426",2850.0%,0.0%,0.0%,1,Для ремонта/Микроэлектроника/Оптоэлектроника/Вторичная оптика,"no_buyout, no_profit",False
Кольца сварные,Кольца сварные,,"84,647",921,3250.0%,0.0%,0.0%,4,Аксессуары/Бижутерия/Кольца,"no_buyout, no_profit",False
Дом / Литьевые камни,Литьевые камни,,"81,576",922,2950.0%,0.0%,0.0%,13,Аксессуары/Бижутерия/Аксессуары для бижутерии/Полудрагоценные камни и прочие вставки,"no_buyout, no_profit",False
Продукты / Кашаса,Кашаса,,"81,100","2,490",450.0%,0.0%,0.0%,1,Продукты/Алкоголь/Крепкие напитки/Кашаса,"no_buyout, no_profit",False
Термободи для малышей,Термободи для малышей,,"78,389",860,3450.0%,0.0%,0.0%,13,Детям/Для новорожденных/Одежда для крещения/Термокомплект для малыша,"no_buyout, no_profit",False
Сад и дача / Тазики детские,Тазики детские,,"76,958",980,2650.0%,80.0%,0.0%,25,Детям/Товары для малыша/Аксессуары для купания/Тазик детский,no_profit,False
Для ремонта / Картон асбестовый,Картон асбестовый,,"72,222","1,041",2850.0%,0.0%,0.0%,4,Для ремонта/Стройматериалы/Листовые строительные материалы и профили/Картон асбестовый,"no_buyout, no_profit",False
Раздельные купальники,Раздельные купальники,,"71,601","1,891",0.0%,100.0%,49.7%,3,Женщинам/Пляжная мода/Купальники,no_commission,False
Ремкомплекты для бассейнов,Ремкомплекты для бассейнов,seasonal,"69,913",960,0.0%,100.0%,42.6%,0,Сад и дача/Бассейны/Аксессуары для бассейнов/Ремкомплект для надувной мебели,"no_commission, no_sellers",False
Для ремонта / Двери под заказ,Двери под заказ,,"67,108","16,912",2350.0%,0.0%,0.0%,5,"Для ремонта/Двери, окна и фурнитура/Двери под заказ","no_buyout, no_profit",False
Станки-счетчики для отжиманий,Станки-счетчики для отжиманий,,"65,936","1,263",2750.0%,0.0%,0.0%,14,Спорт/Оборудование для сдачи нормативов/Станок-счетчик для отжиманий,"no_buyout, no_profit",False
Пантолеты,Пантолеты,no_cat_path,"63,274","1,500",0.0%,100.0%,47.8%,1,,no_commission,False
Мужчинам / Парки,Парки для малышей,,"61,558","3,213",3450.0%,100.0%,0.0%,6,Мужчинам/Для высоких/Парки,no_profit,False
Дом / Ленты для эмбоссеров,Ленты для эмбоссеров,,"58,695",503,2450.0%,0.0%,0.0%,20,Дом/Досуг и творчество/Творчество и рукоделие/Аксессуары и материалы для рукоделия/Декор/Лента для эмбоссера,"no_buyout, no_profit",False
Женщинам / Шубы натуральные,Шубы для животных,,"57,638",327,2150.0%,0.0%,0.0%,18,Женщинам/Для невысоких/Шубы натуральные,"no_buyout, no_profit",False
Продукты / Ряженка,Ряженка,,"57,403",110,1650.0%,0.0%,0.0%,7,Продукты/Молочные продукты и яйца/Ряженка,"no_buyout, no_profit",False
Термомайки для малышей,Термомайки для малышей,,"55,895",673,2950.0%,0.0%,0.0%,15,Детям/Для новорожденных/Одежда для крещения/Термокомплект для малыша,"no_buyout, no_profit",False
Спорт / Прессы для приманки,Прессы для приманки,,"55,445","1,262",2750.0%,0.0%,0.0%,14,Спорт/Охота и рыбалка/Карповая рыбалка/Пресс для приманки,"no_buyout, no_profit",False
Термомайки спортивные,Термомайки спортивные,,"55,249",870,3450.0%,0.0%,0.0%,20,Мужчинам/Большие размеры/Верхняя одежда/Термомайки спортивные,"no_buyout, no_profit",False
